,topic_id,query,result,persona
56,310,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: Radio Waves and Brain Cance.
Description: Evidence that radio waves from radio towers or car (mobile) phones affect brain cancer occurrence.","{'keywords': ['radio waves', 'brain cancer', 'mobile phones'], 'questions': {'1': 'How do radio waves affect brain cancer?', '2': 'What is the link between mobile phones and brain cancer?', '3': 'What are the dangers of radio waves?', '4': 'How can radio waves cause cancer?', '5': 'What are the symptoms of brain cancer?', '6': 'What are the risk factors for brain cancer?', '7': 'How can brain cancer be prevented?', '8': 'What is the treatment for brain cancer?', '9': 'What are the long-term effects of radio waves?', '10': 'What research has been done on radio waves and brain cancer?'}, 'queries': {'1': 'Radio waves and cancer', '2': 'Mobile phones and cancer', '3': 'Dangers of radio waves', '4': 'Radio waves causing cancer', '5': 'Brain cancer symptoms', '6': 'Brain cancer risk factors', '7': 'Preventing brain cancer', '8': 'Treating brain cancer', '9': 'Long-term radio wave effects', '10': 'Research on radio waves and brain cancer'}}",Markus
57,330,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: Iran-Iraq Cooperation.
Description: This query is looking for examples of cooperation or friendly ties between Iran and Iraq, or ways in which the two countries could be considered allies.","{'keywords': ['Iran', 'Iraq', 'cooperation'], 'questions': {'1': 'What is Iran-Iraq cooperation?', '2': 'How are Iran and Iraq allies?', '3': 'What are examples of Iran-Iraq cooperation?', '4': 'What is the history of Iran-Iraq cooperation?', '5': 'What are the benefits of Iran-Iraq cooperation?', '6': 'What are the challenges of Iran-Iraq cooperation?', '7': 'What are the similarities between Iran and Iraq?', '8': 'What are the differences between Iran and Iraq?', '9': 'What is the current state of Iran-Iraq relations?', '10': 'What is the future of Iran-Iraq cooperation?'}, 'queries': {'1': 'Iran-Iraq cooperation examples', '2': 'Iran-Iraq allies', '3': 'Iran-Iraq cooperation history', '4': 'Iran-Iraq cooperation benefits', '5': 'Iran-Iraq cooperation challenges', '6': 'Iran-Iraq similarities', '7': 'Iran-Iraq differences', '8': 'Iran-Iraq relations current', '9': 'Iran-Iraq cooperation future'}}",Markus
58,344,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: Abuses of E-Mail.
Description: The availability of E-mail to many people through their job or school affiliation has allowed for many efficiencies in communications but also has provided the opportunity for abuses. What steps have been taken world-wide by those bearing the cost of E-mail to prevent excesses?","{'keywords': ['E-mail', 'abuses', 'prevention'], 'questions': {'1': 'What is E-mail abuse?', '2': 'How can E-mail abuse be prevented?', '3': 'What are the consequences of E-mail abuse?', '4': 'What are the benefits of E-mail?', '5': 'What is the cost of E-mail?', '6': 'What are the global regulations on E-mail?', '7': 'What are the common E-mail abuses?', '8': 'What are the effects of E-mail abuse on productivity?', '9': 'What is the impact of E-mail abuse on mental health?', '10': 'What are the best practices for E-mail usage?'}, 'queries': {'1': 'Define E-mail abuse', '2': 'Prevent E-mail abuse', '3': 'Consequences of E-mail abuse', '4': 'Benefits of E-mail usage', '5': 'Cost of E-mail usage', '6': 'Global E-mail regulations', '7': 'Common E-mail abuses', '8': 'Effects of E-mail abuse', '9': 'Impact of E-mail abuse', '10': 'Best practices for E-mail'}}",Markus
59,307,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: New Hydroelectric Project.
Description: Identify hydroelectric projects proposed or under construction by country and location. Detailed description of nature, extent, purpose, problems, and consequences is desirable.","{'keywords': ['Hydroelectric', 'Project', 'Country'], 'questions': {'1': 'What is hydroelectric power?', '2': 'What countries have hydroelectric projects?', '3': 'What are the problems with hydroelectric projects?', '4': 'What are the consequences of hydroelectric projects?', '5': 'What is the purpose of hydroelectric projects?', '6': 'What is the nature of hydroelectric projects?', '7': 'What is the extent of hydroelectric projects?', '8': 'What hydroelectric projects are under construction?', '9': 'What hydroelectric projects are proposed?', '10': 'Where are hydroelectric projects located?'}, 'queries': {'1': 'Define hydroelectric power', '2': 'List countries with hydroelectric projects', '3': 'What are hydroelectric problems?', '4': 'What are hydroelectric consequences?', '5': 'What is the purpose of hydroelectric?', '6': 'What is the nature of hydroelectric?', '7': 'What is the extent of hydroelectric?', '8': 'List hydroelectric under construction', '9': 'List proposed hydroelectric projects', '10': 'Where are hydroelectric located?'}}",Markus
60,353,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: Antarctica exploration.
Description: Identify systematic explorations and scientific investigations of Antarctica, current or planned.","{'keywords': ['Antarctica', 'exploration', 'scientific investigations'], 'questions': {'1': 'What is Antarctica?', '2': 'Who explored Antarctica?', '3': 'What are scientific investigations?', '4': 'What is planned exploration?', '5': 'What is systematic exploration?', '6': 'What is the history of exploration?', '7': 'What is the current state?', '8': 'What are the benefits?', '9': 'What are the challenges?', '10': 'What is the future?'}, 'queries': {'1': 'Antarctica definition', '2': 'Antarctica exploration history', '3': 'Scientific investigations definition', '4': 'Planned exploration details', '5': 'Systematic exploration definition', '6': 'Antarctica exploration timeline', '7': 'Current state of Antarctica', '8': 'Benefits of Antarctica exploration', '9': 'Challenges of Antarctica exploration', '10': 'Future of Antarctica exploration'}}",Markus
61,350,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: Health and Computer Terminals.
Description: Is it hazardous to the health of individuals to work with computer terminals on a daily basis?","{'keywords': ['health', 'computer terminals', 'hazardous'], 'questions': {'1': 'What are computer terminals?', '2': 'How does it affect health?', '3': 'What are the risks?', '4': 'What are the benefits?', '5': 'What are the precautions?', '6': 'What are the alternatives?', '7': 'What are the symptoms?', '8': 'What are the solutions?', '9': 'What are the studies?', '10': 'What are the guidelines?'}, 'queries': {'1': 'Define computer terminals', '2': 'Health effects of terminals', '3': 'Risks of computer terminals', '4': 'Benefits of computer terminals', '5': 'Precautions for terminals use', '6': 'Alternatives to computer terminals', '7': 'Symptoms of terminal use', '8': 'Solutions for terminal hazards', '9': 'Studies on terminal health', '10': 'Guidelines for terminal use'}}",Markus
62,367,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: piracy.
Description: What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","{'keywords': ['modern piracy', 'boarding boats', 'taking control'], 'questions': {'1': 'What is modern piracy?', '2': 'What are instances of piracy?', '3': 'How do pirates board boats?', '4': 'How do pirates take control?', '5': 'What is the history of piracy?'}, 'queries': {'1': 'modern piracy definition', '2': 'recent piracy incidents', '3': 'boarding techniques pirates use', '4': 'methods pirates use control', '5': 'history of piracy timeline'}}",Markus
63,362,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: human smuggling.
Description: Identify incidents of human smuggling.","{'keywords': ['human smuggling', 'incidents', 'identify'], 'questions': {'1': 'What is human smuggling?', '2': 'What are the incidents of human smuggling?', '3': 'How to identify human smuggling?'}, 'queries': {'1': 'Definition of human smuggling', '2': 'List of human smuggling incidents', '3': 'Ways to identify human smuggling', '4': 'Human smuggling case studies', '5': 'Statistics on human smuggling', '6': 'Impact of human smuggling', '7': 'Laws against human smuggling', '8': 'How to report human smuggling', '9': 'Organizations fighting human smuggling', '10': 'Preventing human smuggling'}}",Markus
64,354,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: journalist risks.
Description: Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","{'keywords': ['journalist', 'risks', 'instances'], 'questions': {'1': 'What are journalist risks?', '2': 'How do journalists get hurt?', '3': 'What are some instances?', '4': 'What are the dangers?', '5': 'What are the consequences?', '6': 'What are the risks?', '7': 'What are the threats?', '8': 'What are the hazards?', '9': 'What are the challenges?', '10': 'What are the difficulties?'}, 'queries': {'1': 'Journalist risks explained', '2': 'Journalist dangers list', '3': 'Journalist risks examples', '4': 'Journalist threats explained', '5': 'Journalist consequences list', '6': 'Journalist hazards explained', '7': 'Journalist challenges list', '8': 'Journalist difficulties list', '9': 'Journalist risks and dangers', '10': 'Journalist risks and hazards'}}",Markus
65,355,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: ocean remote sensing.
Description: Identify documents discussing the development and application of space-borne ocean remote sensing.","{'keywords': ['ocean', 'remote sensing', 'space-borne'], 'questions': {'1': 'What is ocean remote sensing?', '2': 'How does space-borne sensing work?', '3': 'What are the benefits of remote sensing?', '4': 'What is the history of remote sensing?', '5': 'What are the applications of remote sensing?', '6': 'What are the challenges of remote sensing?', '7': 'What is the future of remote sensing?', '8': 'What are the latest developments?', '9': 'What are the limitations?', '10': 'What are the advantages?'}, 'queries': {'1': 'Ocean sensing definition', '2': 'Space-borne sensing explanation', '3': 'Benefits of remote sensing', '4': 'Remote sensing history overview', '5': 'Applications of remote sensing', '6': 'Remote sensing challenges summary', '7': 'Future of remote sensing prediction', '8': 'Latest remote sensing developments', '9': 'Limitations of remote sensing', '10': 'Advantages of remote sensing'}}",Markus
66,356,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: postmenopausal estrogen Britain.
Description: Identify documents discussing the use of estrogen by postmenopausal women in Britain.","{'keywords': ['postmenopausal', 'estrogen', 'Britain'], 'questions': {'1': 'What is postmenopausal estrogen?', '2': 'How is estrogen used in Britain?', '3': 'What are the benefits of estrogen?', '4': 'What are the risks of estrogen?', '5': 'What are the side effects of estrogen?', '6': 'What are the guidelines for estrogen use?', '7': 'What are the alternatives to estrogen?', '8': 'What are the long-term effects of estrogen?', '9': 'What are the costs of estrogen?', '10': 'What are the opinions on estrogen?'}, 'queries': {'1': 'Postmenopausal estrogen definition', '2': 'Estrogen use in Britain', '3': 'Benefits of estrogen use', '4': 'Risks of estrogen use', '5': 'Side effects of estrogen', '6': 'Guidelines for estrogen use', '7': 'Alternatives to estrogen use', '8': 'Long-term effects of estrogen', '9': 'Costs of estrogen use', '10': 'Opinions on estrogen use'}}",Markus
67,363,"I want you to formulate queries about a specific topic. When writing the queries write them in the style of Markus who wants to identify relevant document for the specific topic, to fulfill their goal of create a ten minute presentation. 
When creating the queries think of what Markus is interested in given their profession lazy student. What information does Markus need to fulfill their goal of create a ten minute presentation?. 
Make sure the queries are as realistic as possible. That means that when writing the queries use words that are realistic given that Markus is 9 years old. 
Also add here roughly to the length of 4 words, as it would be unrealistic for Markus to write different length queries. 
Formulate your words as if english was his second language. When writing the Queries also remember that Markus is male. 
Format the queries as one python dictionary, where the keys are `keywords`, `questions` and `queries`. Write them with the following steps:

1. (keywords): Identify important keywords that fit to what Markus needs to know to reach their goal of create a ten minute presentation about the topic. Remember that the topic itself is not a keyword but has to appear in all queries and do not find more than 3 keywords!!
2. (Questions):  Try to formulate questions that are as realistic as possible given the description of Markus and the topic. Use the keywords to formulate the questions. Remember that the topic itself is not a keyword but has to appear in all queries!!
3. (Queries): Rewrite the questions and consider that they have to fit roughly into 4 words and that they’re not formulated as a question and without a question mark. Remeber that each query has to speak for itself. 

Use the following framework for the dictionary: 

{
""keywords"": [""keyword 1"", ""keyword 2"", ""keyword 3""],
""questions"" : {
1 : ""question 1"", 
2: ""question 2"", 
3: ""question 3"",
... ; ..., 
n : ""question n""
},
""queries"" : {
1 : ""querie 1"", 
2 : ""querie 2"", 
3 : ""querie 3"",
... : ...,
n :  ""querie n""
}
}

Please generate 10 search queries that could have been written by Markus to do research on the following.
Topic: transportation tunnel disasters.
Description: What disasters have occurred in tunnels used for transportation?","{'keywords': ['transportation', 'tunnel', 'disasters'], 'questions': {'1': 'What is transportation tunnel?', '2': 'What are tunnel disasters?', '3': 'What are transportation tunnels?', '4': 'What are tunnel accidents?', '5': 'What are transportation accidents?', '6': 'What are tunnel collapses?', '7': 'What are transportation collapses?', '8': 'What are tunnel fires?', '9': 'What are transportation fires?', '10': 'What are tunnel floods?'}, 'queries': {'1': 'Transportation tunnel definition', '2': 'Tunnel disaster examples', '3': 'Types of transportation tunnels', '4': 'Tunnel accident statistics', '5': 'Transportation accident statistics', '6': 'Tunnel collapse incidents', '7': 'Transportation collapse incidents', '8': 'Tunnel fire causes', '9': 'Transportation fire causes', '10': 'Tunnel flood incidents'}}",Markus
